,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
591,31-2020,Physical Therapist Assistants and Aides,broad,141510,1.3,23.07,47980.0,0.5,10.99,13.85,23.12,30.26,36.71,22860,28800,48090,62940,76350
592,31-2021,Physical Therapist Assistants,detailed,94250,1.4,27.77,57750.0,0.5,16.24,22.5,27.91,33.03,38.37,33780,46800,58040,68700,79810
593,31-2022,Physical Therapist Aides,detailed,47260,2.4,13.7,28500.0,0.8,9.63,10.91,12.62,15.18,18.86,20040,22690,26240,31570,39230
594,31-9000,Other Healthcare Support Occupations,minor,1569940,0.5,17.55,36500.0,0.2,11.46,13.67,16.75,20.28,24.73,23840,28440,34830,42180,51450
595,31-9010,Massage Therapists,broad,105160,2.9,22.06,45880.0,1.2,10.26,13.68,19.92,27.75,37.64,21340,28450,41420,57730,78280
596,31-9011,Massage Therapists,detailed,105160,2.9,22.06,45880.0,1.2,10.26,13.68,19.92,27.75,37.64,21340,28450,41420,57730,78280
597,31-9090,Miscellaneous Healthcare Support Occupations,broad,1464780,0.5,17.23,35830.0,0.2,11.56,13.67,16.63,19.9,24.14,24040,28440,34580,41390,50220
598,31-9091,Dental Assistants,detailed,341060,0.9,19.12,39770.0,0.4,12.95,15.48,18.59,22.63,26.35,26940,32200,38660,47070,54800
599,31-9092,Medical Assistants,detailed,673660,0.7,16.61,34540.0,0.2,11.92,13.65,16.16,18.84,22.72,24790,28400,33610,39190,47250
600,31-9093,Medical Equipment Preparers,detailed,55610,1.6,18.27,37990.0,0.4,12.19,14.23,17.42,21.51,25.74,25350,29590,36240,44750,53540
601,31-9094,Medical Transcriptionists,detailed,53730,3.1,17.48,36350.0,1.3,10.5,12.7,16.72,20.91,24.89,21840,26410,34770,43490,51780
602,31-9095,Pharmacy Aides,detailed,36970,4.2,14.03,29190.0,1.2,9.31,10.82,12.72,16,21.37,19370,22510,26450,33280,44450
603,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,89480,2.2,13.79,28690.0,0.6,9.59,11.09,13.24,15.73,18.7,19950,23060,27540,32730,38890
604,31-9097,Phlebotomists,detailed,125280,1.4,17.1,35560.0,0.3,12.03,13.86,16.58,19.47,23.59,25020,28830,34480,40500,49060
605,31-9099,"Healthcare Support Workers, All Other",detailed,88990,1.7,18.8,39110.0,0.6,11.16,13.97,18.19,22.75,27.03,23210,29060,37830,47330,56230
606,33-0000,Protective Service Occupations,major,3437410,0.4,23.36,48580.0,0.6,10.63,13.46,19.54,29.85,42.35,22110,28000,40640,62090,88090
607,33-1000,Supervisors of Protective Service Workers,minor,304940,0.6,36.72,76380.0,0.7,17.86,24.27,33.92,47.06,59.85,37160,50480,70560,97890,124480
608,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,160410,0.4,41.51,86350.0,0.7,22.18,28.74,39.35,51.77,63.71,46140,59790,81850,107670,132520
609,33-1011,First-Line Supervisors of Correctional Officers,detailed,43760,0.5,32.86,68350.0,0.7,20.05,23.01,30.45,41.63,49.56,41710,47860,63340,86590,103090
610,33-1012,First-Line Supervisors of Police and Detectives,detailed,116660,0.5,44.76,93100.0,0.6,24.71,32.18,42.8,55.91,69.32,51390,66920,89030,116300,144190
611,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,broad,65920,0.9,38.61,80310.0,0.7,20.35,27.86,36.7,47.58,59.09,42320,57940,76330,98970,122910
612,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,65920,0.9,38.61,80310.0,0.7,20.35,27.86,36.7,47.58,59.09,42320,57940,76330,98970,122910
613,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,78610,2.0,25.35,52730.0,0.9,13.43,17.17,23.87,30.42,39.26,27940,35710,49640,63280,81660
614,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,78610,2.0,25.35,52730.0,0.9,13.43,17.17,23.87,30.42,39.26,27940,35710,49640,63280,81660
615,33-2000,Fire Fighting and Prevention Workers,minor,336230,0.9,25.78,53630.0,0.9,12.2,16.4,24.04,32.58,42.88,25380,34110,50010,67760,89190
616,33-2010,Firefighters,broad,321570,0.9,25.6,53240.0,0.9,12.1,16.21,23.85,32.26,42.75,25170,33720,49620,67100,88920
617,33-2011,Firefighters,detailed,321570,0.9,25.6,53240.0,0.9,12.1,16.21,23.85,32.26,42.75,25170,33720,49620,67100,88920
618,33-2020,Fire Inspectors,broad,14660,2.9,29.82,62030.0,1.1,16.06,20.76,28.94,36.72,45.28,33410,43180,60200,76370,94180
619,33-2021,Fire Inspectors and Investigators,detailed,12530,3.4,30.84,64140.0,1.2,17.5,22.33,30.05,37.25,45.83,36400,46440,62510,77480,95330
620,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,2130,1.9,23.85,49610.0,1.3,12.82,15.53,19.04,30.96,40.29,26660,32310,39600,64400,83810
621,33-3000,Law Enforcement Workers,minor,1217260,0.4,29.42,61190.0,0.7,16.09,19.78,26.81,36.98,46.93,33470,41150,55760,76910,97620
622,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,433900,0.5,23.71,49320.0,0.7,14.88,17.35,21.35,28.72,36.97,30960,36100,44400,59750,76900
623,33-3011,Bailiffs,detailed,18900,1.2,23.97,49870.0,1.4,11.84,16.43,22,31.17,37.64,24620,34180,45760,64830,78290
624,33-3012,Correctional Officers and Jailers,detailed,415000,0.5,23.7,49300.0,0.7,14.97,17.39,21.31,28.63,36.9,31140,36180,44330,59550,76760
625,33-3020,Detectives and Criminal Investigators,broad,103450,0.4,40.88,85020.0,0.5,21.06,27.67,39.38,51.44,66.76,43800,57560,81920,107000,138860
626,33-3021,Detectives and Criminal Investigators,detailed,103450,0.4,40.88,85020.0,0.5,21.06,27.67,39.38,51.44,66.76,43800,57560,81920,107000,138860
627,33-3030,Fish and Game Wardens,broad,6040,2.7,28.49,59260.0,0.8,19.28,22.63,27.75,33.61,38.53,40090,47080,57710,69900,80140
628,33-3031,Fish and Game Wardens,detailed,6040,2.7,28.49,59260.0,0.8,19.28,22.63,27.75,33.61,38.53,40090,47080,57710,69900,80140
629,33-3040,Parking Enforcement Workers,broad,8070,1.9,20.29,42200.0,1.5,12.14,14.85,19.15,24.99,30.27,25260,30890,39840,51970,62970
630,33-3041,Parking Enforcement Workers,detailed,8070,1.9,20.29,42200.0,1.5,12.14,14.85,19.15,24.99,30.27,25260,30890,39840,51970,62970
631,33-3050,Police Officers,broad,665800,0.5,31.47,65460.0,0.8,17.2,22.03,29.56,39.33,48.86,35780,45810,61490,81800,101620
632,33-3051,Police and Sheriff's Patrol Officers,detailed,661330,0.5,31.44,65400.0,0.8,17.19,21.99,29.51,39.29,48.86,35750,45740,61380,81730,101620
633,33-3052,Transit and Railroad Police,detailed,4470,5.7,35.79,74450.0,1.8,23.74,29.34,35.59,43.27,48.78,49380,61020,74030,90010,101470
634,33-9000,Other Protective Service Workers,minor,1578980,0.7,15.59,32430.0,0.4,9.53,11.11,13.76,18.23,24.1,19820,23120,28610,37920,50130
635,33-9010,Animal Control Workers,broad,12080,1.3,18.51,38490.0,0.6,11.13,13.95,17.47,22.18,27.99,23160,29020,36330,46130,58220
636,33-9011,Animal Control Workers,detailed,12080,1.3,18.51,38490.0,0.6,11.13,13.95,17.47,22.18,27.99,23160,29020,36330,46130,58220
637,33-9020,Private Detectives and Investigators,broad,30990,7.0,27.31,56810.0,4.2,14.09,17.82,24.08,32.88,42.89,29310,37060,50090,68400,89200
638,33-9021,Private Detectives and Investigators,detailed,30990,7.0,27.31,56810.0,4.2,14.09,17.82,24.08,32.88,42.89,29310,37060,50090,68400,89200
639,33-9030,Security Guards and Gaming Surveillance Officers,broad,1124610,0.9,15.43,32090.0,0.5,9.77,11.26,13.72,17.84,23.89,20310,23420,28530,37110,49700
640,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,10230,4.2,17.41,36200.0,1.2,11.1,12.94,15.71,19.91,26.69,23090,26910,32680,41420,55520
641,33-9032,Security Guards,detailed,1114380,0.9,15.41,32050.0,0.5,9.76,11.25,13.7,17.82,23.87,20290,23400,28490,37060,49650
642,33-9090,Miscellaneous Protective Service Workers,broad,411300,1.1,15.06,31330.0,0.6,9,10.49,13.22,18.35,22.83,18710,21820,27500,38160,47490
643,33-9091,Crossing Guards,detailed,79880,2.6,15.37,31970.0,1.1,9.29,11.22,13.92,17.91,22.98,19320,23330,28960,37260,47810
644,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,144370,1.6,11.74,24420.0,0.9,8.44,9.29,10.77,12.49,16.54,17560,19320,22410,25990,34400
645,33-9093,Transportation Security Screeners,detailed,45250,0.3,20.13,41860.0,0.6,16.66,18.18,19.95,21.28,23.65,34650,37820,41490,44260,49200
646,33-9099,"Protective Service Workers, All Other",detailed,141790,2.1,16.66,34650.0,0.8,9.87,11.41,14.77,19.45,26.03,20530,23730,30720,40460,54130
647,35-0000,Food Preparation and Serving Related Occupations,major,13374620,0.1,12.3,25580.0,0.2,8.49,9.33,11.09,13.59,17.96,17660,19410,23070,28270,37360
648,35-1000,Supervisors of Food Preparation and Serving Workers,minor,1093000,0.6,18.3,38070.0,0.3,10.57,12.59,16.3,22.49,29.25,21990,26190,33890,46780,60830
649,35-1010,Supervisors of Food Preparation and Serving Workers,broad,1093000,0.6,18.3,38070.0,0.3,10.57,12.59,16.3,22.49,29.25,21990,26190,33890,46780,60830
650,35-1011,Chefs and Head Cooks,detailed,128600,2.9,25.08,52160.0,1.1,12.66,17.1,23.3,31.01,39.01,26320,35570,48460,64500,81150
651,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,964400,0.6,17.4,36190.0,0.3,10.48,12.35,15.6,21.18,27.54,21800,25690,32450,44050,57290
652,35-2000,Cooks and Food Preparation Workers,minor,3218110,0.5,12.56,26120.0,0.2,8.84,10.13,11.91,14.39,17.44,18380,21070,24760,29930,36270
653,35-2010,Cooks,broad,2403510,0.5,12.77,26560.0,0.2,8.91,10.32,12.12,14.6,17.73,18530,21460,25200,30370,36890
654,35-2011,"Cooks, Fast Food",detailed,487510,1.8,10.89,22650.0,0.4,8.36,9.22,10.74,12.07,14.08,17390,19180,22330,25110,29290
655,35-2012,"Cooks, Institution and Cafeteria",detailed,400320,0.7,13.6,28290.0,0.3,9.06,10.58,12.91,15.8,19.17,18840,22000,26860,32860,39880
656,35-2013,"Cooks, Private Household",detailed,460,24.6,19.83,41240.0,2.4,12.31,14.02,18.07,24.45,30.1,25610,29170,37590,50870,62600
657,35-2014,"Cooks, Restaurant",detailed,1340810,0.7,13.26,27580.0,0.3,9.33,10.8,12.76,15.02,18.09,19420,22460,26530,31240,37630
658,35-2015,"Cooks, Short Order",detailed,155840,3.2,12.09,25140.0,0.8,8.74,9.71,11.44,13.7,16.52,18190,20190,23800,28500,34370
659,35-2019,"Cooks, All Other",detailed,18570,5.9,14.6,30360.0,1.4,9.34,11.3,13.78,17.05,20.53,19420,23500,28650,35470,42700
660,35-2020,Food Preparation Workers,broad,814600,1.2,11.94,24830.0,0.4,8.68,9.69,11.41,13.59,16.19,18040,20160,23730,28270,33670
661,35-2021,Food Preparation Workers,detailed,814600,1.2,11.94,24830.0,0.4,8.68,9.69,11.41,13.59,16.19,18040,20160,23730,28270,33670
662,35-3000,Food and Beverage Serving Workers,minor,7630110,0.3,11.51,23940.0,0.2,8.33,9.06,10.43,12.22,15.98,17330,18840,21700,25420,33250
663,35-3010,Bartenders,broad,631480,0.9,12.88,26780.0,0.5,8.47,9.22,10.84,14.41,20.3,17610,19180,22550,29980,42230
664,35-3011,Bartenders,detailed,631480,0.9,12.88,26780.0,0.5,8.47,9.22,10.84,14.41,20.3,17610,19180,22550,29980,42230
665,35-3020,Fast Food and Counter Workers,broad,4150030,0.5,10.7,22260.0,0.2,8.3,9.02,10.32,11.81,13.89,17260,18770,21460,24560,28900
666,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,3676180,0.6,10.64,22140.0,0.2,8.27,8.99,10.22,11.76,13.77,17210,18700,21250,24460,28640
667,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,473860,2.2,11.17,23240.0,0.4,8.56,9.29,10.74,12.16,14.66,17790,19320,22330,25280,30500
668,35-3030,Waiters and Waitresses,broad,2582410,0.5,12.42,25830.0,0.4,8.33,9.05,10.47,13.6,19.61,17330,18820,21780,28280,40780
669,35-3031,Waiters and Waitresses,detailed,2582410,0.5,12.42,25830.0,0.4,8.33,9.05,10.47,13.6,19.61,17330,18820,21780,28280,40780
670,35-3040,"Food Servers, Nonrestaurant",broad,266190,1.5,12.01,24980.0,0.4,8.67,9.58,11.2,13.29,16.9,18030,19930,23290,27630,35150
671,35-3041,"Food Servers, Nonrestaurant",detailed,266190,1.5,12.01,24980.0,0.4,8.67,9.58,11.2,13.29,16.9,18030,19930,23290,27630,35150
672,35-9000,Other Food Preparation and Serving Related Workers,minor,1433400,0.7,11.32,23540.0,0.3,8.51,9.33,10.81,12.17,14.72,17700,19410,22480,25320,30610
673,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,455700,1.3,11.52,23950.0,0.5,8.51,9.27,10.71,12.2,15.5,17700,19290,22270,25370,32240
674,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,455700,1.3,11.52,23950.0,0.5,8.51,9.27,10.71,12.2,15.5,17700,19290,22270,25370,32240
675,35-9020,Dishwashers,broad,504770,1.0,11.15,23190.0,0.3,8.62,9.5,10.93,12.1,14.15,17920,19750,22730,25160,29430
676,35-9021,Dishwashers,detailed,504770,1.0,11.15,23190.0,0.3,8.62,9.5,10.93,12.1,14.15,17920,19750,22730,25160,29430
677,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,416950,1.2,11.18,23260.0,0.4,8.37,9.18,10.65,12.15,14.71,17410,19090,22160,25280,30590
678,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,416950,1.2,11.18,23260.0,0.4,8.37,9.18,10.65,12.15,14.71,17410,19090,22160,25280,30590
679,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,55980,4.4,12.23,25430.0,1.0,8.82,10.2,11.47,13.49,17.09,18340,21220,23850,28060,35550
680,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,55980,4.4,12.23,25430.0,1.0,8.82,10.2,11.47,13.49,17.09,18340,21220,23850,28060,35550
681,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4421980,0.3,14.43,30020.0,0.2,9.24,10.71,12.91,16.81,22.14,19220,22280,26840,34970,46040
682,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,255580,0.9,22.3,46380.0,0.4,12.93,16.09,20.82,27.25,34.06,26900,33460,43300,56670,70840
683,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,255580,0.9,22.3,46380.0,0.4,12.93,16.09,20.82,27.25,34.06,26900,33460,43300,56670,70840
684,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,154180,1.0,20.75,43150.0,0.5,12.23,14.92,19.2,25.13,31.4,25450,31020,39940,52280,65320
685,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,101390,1.5,24.66,51280.0,0.5,14.98,18.12,23.18,29.69,37.26,31150,37690,48220,61750,77500
686,37-2000,Building Cleaning and Pest Control Workers,minor,3171520,0.3,13.56,28200.0,0.2,9.02,10.39,12.17,15.49,20.01,18750,21620,25320,32210,41630
687,37-2010,Building Cleaning Workers,broad,3094210,0.4,13.44,27960.0,0.2,9,10.35,12.1,15.31,19.72,18710,21520,25170,31850,41020
688,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2156270,0.5,13.92,28950.0,0.3,9.16,10.57,12.55,16.1,20.84,19060,21990,26110,33490,43340
689,37-2012,Maids and Housekeeping Cleaners,detailed,924290,0.8,12.3,25570.0,0.3,8.72,9.78,11.43,13.77,17.4,18140,20340,23770,28630,36190
690,37-2019,"Building Cleaning Workers, All Other",detailed,13650,11.3,15.73,32710.0,3.1,10.21,11.46,14.07,18.3,24.54,21230,23840,29260,38070,51030
691,37-2020,Pest Control Workers,broad,77300,1.7,18.24,37950.0,1.1,11.17,13.65,17.12,22.03,27.6,23230,28400,35610,45830,57400
692,37-2021,Pest Control Workers,detailed,77300,1.7,18.24,37950.0,1.1,11.17,13.65,17.12,22.03,27.6,23230,28400,35610,45830,57400
693,37-3000,Grounds Maintenance Workers,minor,994880,0.5,15.19,31600.0,0.3,10.03,11.66,14.13,17.65,22.35,20870,24250,29400,36710,46490
694,37-3010,Grounds Maintenance Workers,broad,994880,0.5,15.19,31600.0,0.3,10.03,11.66,14.13,17.65,22.35,20870,24250,29400,36710,46490
695,37-3011,Landscaping and Groundskeeping Workers,detailed,913480,0.6,14.88,30940.0,0.3,9.98,11.55,13.94,17.26,21.47,20760,24020,29000,35910,44670
696,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,24500,4.6,18.37,38210.0,1.8,11.49,13.82,16.98,20.49,27.1,23890,28740,35320,42630,56370
697,37-3013,Tree Trimmers and Pruners,detailed,42440,5.3,19.47,40510.0,1.4,11.7,14.57,18.36,23.88,29.48,24330,30300,38190,49680,61310
698,37-3019,"Grounds Maintenance Workers, All Other",detailed,14470,5.8,17.17,35710.0,2.1,9.9,12.34,14.63,20.79,30.3,20590,25660,30420,43240,63020
699,39-0000,Personal Care and Service Occupations,major,5451330,0.4,13.51,28090.0,0.2,8.86,10.21,11.74,14.64,20.23,18430,21240,24420,30450,42080
700,39-1000,Supervisors of Personal Care and Service Workers,minor,258960,0.9,20.53,42710.0,0.4,11.8,14.56,18.92,24.93,31.48,24530,30290,39360,51860,65480
701,39-1010,First-Line Supervisors of Gaming Workers,detailed,30330,2.5,24.16,50250.0,0.9,12.79,17.62,23.76,29.92,36.2,26610,36650,49420,62240,75290
702,39-1010,First-Line Supervisors of Gaming Workers,broad,30330,2.5,24.16,50250.0,0.9,12.79,17.62,23.76,29.92,36.2,26610,36650,49420,62240,75290
703,39-1020,First-Line Supervisors of Personal Service Workers,broad,228620,1.0,20.05,41710.0,0.4,11.71,14.34,18.46,24.16,30.63,24360,29830,38400,50260,63710
704,39-1021,First-Line Supervisors of Personal Service Workers,detailed,228620,1.0,20.05,41710.0,0.4,11.71,14.34,18.46,24.16,30.63,24360,29830,38400,50260,63710
705,39-2000,Animal Care and Service Workers,minor,214680,1.3,12.76,26540.0,0.5,8.77,9.88,11.51,14.13,18.51,18240,20560,23950,29400,38510
706,39-2010,Animal Trainers,broad,14830,5.9,16.95,35260.0,2.0,9.74,11.21,14.08,19.57,26.81,20270,23310,29290,40710,55760
707,39-2011,Animal Trainers,detailed,14830,5.9,16.95,35260.0,2.0,9.74,11.21,14.08,19.57,26.81,20270,23310,29290,40710,55760
708,39-2020,Nonfarm Animal Caretakers,broad,199850,1.4,12.45,25890.0,0.4,8.73,9.81,11.42,13.84,17.91,18160,20400,23760,28780,37250
709,39-2021,Nonfarm Animal Caretakers,detailed,199850,1.4,12.45,25890.0,0.4,8.73,9.81,11.42,13.84,17.91,18160,20400,23760,28780,37250
710,39-3000,Entertainment Attendants and Related Workers,minor,601890,2.0,11.56,24050.0,0.4,8.4,9.2,10.66,12.31,15.99,17470,19130,22180,25600,33260
711,39-3010,Gaming Services Workers,broad,113640,2.5,11.65,24240.0,1.1,8.21,8.95,10.07,11.93,17.95,17070,18610,20940,24810,37330
712,39-3011,Gaming Dealers,detailed,92530,2.7,11.09,23070.0,1.3,8.13,8.8,9.68,11.44,16.26,16910,18310,20120,23800,33830
713,39-3012,Gaming and Sports Book Writers and Runners,detailed,11150,7.9,13.29,27640.0,1.7,9.14,10.39,11.74,14.95,20.56,19020,21610,24430,31100,42770
714,39-3019,"Gaming Service Workers, All Other",detailed,9950,4.2,15.03,31260.0,1.6,9.09,10.75,13.24,17.41,23.66,18910,22360,27550,36200,49210
715,39-3020,Motion Picture Projectionists,broad,4840,8.8,12.42,25820.0,2.2,8.6,9.39,10.94,13.54,18.7,17890,19530,22760,28170,38890
716,39-3021,Motion Picture Projectionists,detailed,4840,8.8,12.42,25820.0,2.2,8.6,9.39,10.94,13.54,18.7,17890,19530,22760,28170,38890
717,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,133970,2.5,11.35,23610.0,0.8,8.4,9.19,10.7,12.26,15.45,17470,19120,22260,25510,32140
718,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,133970,2.5,11.35,23610.0,0.8,8.4,9.19,10.7,12.26,15.45,17470,19120,22260,25510,32140
719,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,349440,3.0,11.61,24140.0,0.4,8.47,9.28,10.78,12.42,15.69,17630,19310,22420,25820,32630
720,39-3091,Amusement and Recreation Attendants,detailed,319890,3.0,11.28,23460.0,0.4,8.45,9.24,10.7,12.19,14.95,17570,19230,22260,25350,31100
721,39-3092,Costume Attendants,detailed,6460,12.9,22.12,46010.0,2.1,9.82,13.89,19.8,25.27,37.32,20430,28880,41190,52550,77630
722,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,17610,4.1,12.84,26720.0,1.1,8.82,9.78,11.55,14.92,18.5,18350,20340,24030,31030,38480
723,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,5480,9.7,14.27,29690.0,3.4,8.82,10.2,11.68,16.05,24.14,18340,21220,24290,33370,50210
724,39-4000,Funeral Service Workers,minor,65150,1.8,19.77,41130.0,1.1,9.66,11.81,16.3,24.53,34.76,20090,24570,33900,51020,72290
725,39-4010,Embalmers,broad,4070,6.7,22.42,46640.0,1.9,12.15,16.33,21.27,27.28,34.58,25260,33970,44250,56740,71920
726,39-4011,Embalmers,detailed,4070,6.7,22.42,46640.0,1.9,12.15,16.33,21.27,27.28,34.58,25260,33970,44250,56740,71920
727,39-4020,Funeral Attendants,broad,35340,2.5,13.69,28480.0,0.9,9.09,10.41,12.69,15.74,19.64,18900,21650,26400,32740,40860
728,39-4021,Funeral Attendants,detailed,35340,2.5,13.69,28480.0,0.9,9.09,10.41,12.69,15.74,19.64,18900,21650,26400,32740,40860
729,39-4030,"Morticians, Undertakers, and Funeral Directors",broad,25740,2.7,27.7,57620.0,1.6,13.97,18.64,25.31,33.89,42.81,29050,38770,52650,70500,89050
730,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,25740,2.7,27.7,57620.0,1.6,13.97,18.64,25.31,33.89,42.81,29050,38770,52650,70500,89050
731,39-5000,Personal Appearance Workers,minor,575110,0.9,14.44,30040.0,0.6,8.8,10.1,11.94,16.24,23.47,18310,21000,24830,33790,48810
732,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,397350,1.5,14.59,30340.0,0.7,8.67,9.72,11.94,16.95,24.18,18030,20210,24830,35260,50300
733,39-5011,Barbers,detailed,20130,9.2,15.97,33220.0,3.1,9.27,10.75,13.44,19.4,25.29,19280,22370,27960,40350,52600
